word	frequency	sources
វិសាណុជាតិ	30.00	RAC-Khmer-Dict-2022
វិសាណុភាព	30.00	RAC-Khmer-Dict-2022
វិសាណូ	30.00	RAC-Khmer-Dict-2022
វិសាទិស	30.00	RAC-Khmer-Dict-2022
វិសាមញ្ញការណ៍	30.00	RAC-Khmer-Dict-2022
វិសាមញ្ញនាម	30.00	RAC-Khmer-Dict-2022
វិសាមញ្ញលក្ខណៈ	30.00	RAC-Khmer-Dict-2022
វិសាមញ្ញហេតុ	30.00	RAC-Khmer-Dict-2022
វិសាមាន្យ	30.00	RAC-Khmer-Dict-2022
វិសារទ	30.00	RAC-Khmer-Dict-2022
វិសារទភាព	30.00	RAC-Khmer-Dict-2022
វិសារទៈ	30.00	RAC-Khmer-Dict-2022
វិសាលគម	30.00	RAC-Khmer-Dict-2022
វិសាលគ្រឹះ	30.00	RAC-Khmer-Dict-2022
វិសាលដ្ឋាន	30.00	RAC-Khmer-Dict-2022
វិសាលសន្តាន	30.00	RAC-Khmer-Dict-2022
វិសិដ្ឋកម្ម	30.00	RAC-Khmer-Dict-2022
វិសិដ្ឋភណ្ឌ	30.00	RAC-Khmer-Dict-2022
វិសិដ្ឋរស	30.00	RAC-Khmer-Dict-2022
វិសិដ្ឋវិជ្ជា	30.00	RAC-Khmer-Dict-2022
វិសុចនីយ៍	30.00	RAC-Khmer-Dict-2022
វិសុណ្ឋាបនិក	30.00	RAC-Khmer-Dict-2022
វិសុទ្ធកម្ម	30.00	RAC-Khmer-Dict-2022
វិសុទ្ធចិត្ត	30.00	RAC-Khmer-Dict-2022
វិសុទ្ធញ្ញាណ	30.00	RAC-Khmer-Dict-2022
វិសុទ្ធសន្តាន	30.00	RAC-Khmer-Dict-2022
វិសុវ័ត	30.00	RAC-Khmer-Dict-2022
វិសូចិកា	30.00	RAC-Khmer-Dict-2022
វិសេសគុណនាម	30.00	RAC-Khmer-Dict-2022
វិសេសត្ថវាចក	30.00	RAC-Khmer-Dict-2022
វិសេសន	30.00	RAC-Khmer-Dict-2022
វិសេសនសព្វនាម	30.00	RAC-Khmer-Dict-2022
វិសេសនៈ	30.00	RAC-Khmer-Dict-2022
វិសេសភាគិយ	30.00	RAC-Khmer-Dict-2022
វិសេសភាព	30.00	RAC-Khmer-Dict-2022
វិសេសវិសុទ្ធ	30.00	RAC-Khmer-Dict-2022
វិសេសវិសោ	30.00	RAC-Khmer-Dict-2022
វិសេសសព្ទ	30.00	RAC-Khmer-Dict-2022
វិសេសានុមាន	30.00	RAC-Khmer-Dict-2022
វិសោធនការណ៍	30.00	RAC-Khmer-Dict-2022
វិសោធនកិច្ច	30.00	RAC-Khmer-Dict-2022
វិសោធនភាព	30.00	RAC-Khmer-Dict-2022
វិសោធនៈ	30.00	RAC-Khmer-Dict-2022
វិស័យសេវា	30.00	RAC-Khmer-Dict-2022
វិស្ថាបនកម្ម	30.00	RAC-Khmer-Dict-2022
វិស្ម័យ	30.00	RAC-Khmer-Dict-2022
វិស្វកម្មភាព	30.00	RAC-Khmer-Dict-2022
វិស្វកម្មិក	30.00	RAC-Khmer-Dict-2022
វិស្វនាថ	30.00	RAC-Khmer-Dict-2022
វិស្វាមិត្រ	30.00	RAC-Khmer-Dict-2022
វិស្វាសបាត្រ	30.00	RAC-Khmer-Dict-2022
វិស្សម	30.00	RAC-Khmer-Dict-2022
វិស្សមដ្ឋាន	30.00	RAC-Khmer-Dict-2022
វិស្សមទិន	30.00	RAC-Khmer-Dict-2022
វិស្សមមាល	30.00	RAC-Khmer-Dict-2022
វិស្សមមាស	30.00	RAC-Khmer-Dict-2022
វិស្សមសង្គ្រាម	30.00	RAC-Khmer-Dict-2022
វិស្សមសាលា	30.00	RAC-Khmer-Dict-2022
វិស្សមោកាស	30.00	RAC-Khmer-Dict-2022
វិស្សាសភាព	30.00	RAC-Khmer-Dict-2022
វិស្សាសលាភ	30.00	RAC-Khmer-Dict-2022
វិស្សាសិក	30.00	RAC-Khmer-Dict-2022
វិស្សាសិកដ្ឋាន	30.00	RAC-Khmer-Dict-2022
វិស្សាសិកមិត្ត	30.00	RAC-Khmer-Dict-2022
វិស្សាសិកា	30.00	RAC-Khmer-Dict-2022
វិស្សុតកម្ម	30.00	RAC-Khmer-Dict-2022
វិស្សុតនាម	30.00	RAC-Khmer-Dict-2022
វិស្សុតភាព	30.00	RAC-Khmer-Dict-2022
វិហគ	30.00	RAC-Khmer-Dict-2022
វិហគាធិប	30.00	RAC-Khmer-Dict-2022
វិហគាធិបតី	30.00	RAC-Khmer-Dict-2022
វិហង្គ	30.00	RAC-Khmer-Dict-2022
វិហង្គចក្រ	30.00	RAC-Khmer-Dict-2022
វិហង្គជន	30.00	RAC-Khmer-Dict-2022
វិហង្គពាហនៈ	30.00	RAC-Khmer-Dict-2022
វិហង្គម	30.00	RAC-Khmer-Dict-2022
វិហង្គយន្ត្រ	30.00	RAC-Khmer-Dict-2022
វិហង្គយាន	30.00	RAC-Khmer-Dict-2022
វិហង្គយានដ្ឋាន	30.00	RAC-Khmer-Dict-2022
វិហង្គយានមាល	30.00	RAC-Khmer-Dict-2022
វិហង្គយានសាលា	30.00	RAC-Khmer-Dict-2022
វិហង្គយានារោហក	30.00	RAC-Khmer-Dict-2022
វិហង្គយានារោហិកា	30.00	RAC-Khmer-Dict-2022
វិហង្គវាហនៈ	30.00	RAC-Khmer-Dict-2022
វិហង្គសត្វ	30.00	RAC-Khmer-Dict-2022
វិហារកម្ម	30.00	RAC-Khmer-Dict-2022
វិហារកីឡា	30.00	RAC-Khmer-Dict-2022
វិហារក្រីឌា	30.00	RAC-Khmer-Dict-2022
វិហារដ្ឋាន	30.00	RAC-Khmer-Dict-2022
វិហារទិន	30.00	RAC-Khmer-Dict-2022
វិហារទេស	30.00	RAC-Khmer-Dict-2022
វិហារបព៌ត	30.00	RAC-Khmer-Dict-2022
វិហារបាល	30.00	RAC-Khmer-Dict-2022
វិហារបាលិនី	30.00	RAC-Khmer-Dict-2022
វិហារភណ្ឌ	30.00	RAC-Khmer-Dict-2022
វិហារភូមិ	30.00	RAC-Khmer-Dict-2022
វិហារមហកម្ម	30.00	RAC-Khmer-Dict-2022
វិហារមាស	30.00	RAC-Khmer-Dict-2022
វិហារយាត្រា	30.00	RAC-Khmer-Dict-2022
វិហារវត្ថុ	30.00	RAC-Khmer-Dict-2022
វិហារវិឃាសាទ	30.00	RAC-Khmer-Dict-2022
វិហារវិឃាសាទិកា	30.00	RAC-Khmer-Dict-2022
វិហារវ័ន	30.00	RAC-Khmer-Dict-2022
វិហារឱកាស	30.00	RAC-Khmer-Dict-2022
វិហារោកាស	30.00	RAC-Khmer-Dict-2022
វិហិង្សា	30.00	RAC-Khmer-Dict-2022
វិហេឋការ	30.00	RAC-Khmer-Dict-2022
វិហេសកកម្ម	30.00	RAC-Khmer-Dict-2022
វិហេសា	30.00	RAC-Khmer-Dict-2022
វិឡារ	30.00	RAC-Khmer-Dict-2022
វិឡារសាទិសសត្វ	30.00	RAC-Khmer-Dict-2022
វិឡារី	30.00	RAC-Khmer-Dict-2022
វីជនី	30.00	RAC-Khmer-Dict-2022
វីដេអូ	30.00	RAC-Khmer-Dict-2022
វីតិក្កម	30.00	RAC-Khmer-Dict-2022
វីតិក្កមចេតនា	30.00	RAC-Khmer-Dict-2022
វីតិក្កមទោស	30.00	RAC-Khmer-Dict-2022
វីតិក្កមវាចា	30.00	RAC-Khmer-Dict-2022
វីតិក្កមវាទ	30.00	RAC-Khmer-Dict-2022
វីតិក្រម	30.00	RAC-Khmer-Dict-2022
វីតិក្រមវាចា	30.00	RAC-Khmer-Dict-2022
វីថិ	30.00	RAC-Khmer-Dict-2022
វីថិចិត្ត	30.00	RAC-Khmer-Dict-2022
វីថិសិង្ឃាដក	30.00	RAC-Khmer-Dict-2022
វីនដូ	30.00	RAC-Khmer-Dict-2022
វីមង្សា	30.00	RAC-Khmer-Dict-2022
វីមវើម	30.00	RAC-Khmer-Dict-2022
វីមំសា	30.00	RAC-Khmer-Dict-2022
វីមំសាវិជ្ជា	30.00	RAC-Khmer-Dict-2022
វីយូឡុង	30.00	RAC-Khmer-Dict-2022
វីរកថា	30.00	RAC-Khmer-Dict-2022
វីរភ័ដ	30.00	RAC-Khmer-Dict-2022
វីររស	30.00	RAC-Khmer-Dict-2022
វីរសេនា	30.00	RAC-Khmer-Dict-2022
វីរស្ត្រី	30.00	RAC-Khmer-Dict-2022
វីរិយបារមី	30.00	RAC-Khmer-Dict-2022
វីរិយពល	30.00	RAC-Khmer-Dict-2022
វីរិយវតី	30.00	RAC-Khmer-Dict-2022
វីរិយវន្ត	30.00	RAC-Khmer-Dict-2022
វីរិយវន្តី	30.00	RAC-Khmer-Dict-2022
វីរិយសម្បត្តិ	30.00	RAC-Khmer-Dict-2022
វីរិយសម្បទា	30.00	RAC-Khmer-Dict-2022
វីរិយសម្ប័ទ	30.00	RAC-Khmer-Dict-2022
វីរិយា	30.00	RAC-Khmer-Dict-2022
វីរិយារម្ភ	30.00	RAC-Khmer-Dict-2022
វីរិយិន្ទ្រិយ	30.00	RAC-Khmer-Dict-2022
វីរិយៈ	30.00	RAC-Khmer-Dict-2022
វីរុស	30.00	RAC-Khmer-Dict-2022
វីវាច	30.00	RAC-Khmer-Dict-2022
វីវែក	30.00	RAC-Khmer-Dict-2022
វីស	30.00	RAC-Khmer-Dict-2022
វីស៊ីឌី	30.00	RAC-Khmer-Dict-2022
វឹត	30.00	RAC-Khmer-Dict-2022
វឹលមុខ	30.00	RAC-Khmer-Dict-2022
វឹះ	30.00	RAC-Khmer-Dict-2022
វឺបៗ	30.00	RAC-Khmer-Dict-2022
វុឌ្ឍាចារ្យ	30.00	RAC-Khmer-Dict-2022
វុឌ្ឍាបចាយនៈ	30.00	RAC-Khmer-Dict-2022
វុឌ្ឍិកម្ម	30.00	RAC-Khmer-Dict-2022
វុឌ្ឍិការណ៍	30.00	RAC-Khmer-Dict-2022
វុឌ្ឍិកាល	30.00	RAC-Khmer-Dict-2022
វុឌ្ឍិជន្ម	30.00	RAC-Khmer-Dict-2022
វុឌ្ឍិពរ	30.00	RAC-Khmer-Dict-2022
វុឌ្ឍិភាព	30.00	RAC-Khmer-Dict-2022
វុឌ្ឍិសម័យ	30.00	RAC-Khmer-Dict-2022
វុត្ត	30.00	RAC-Khmer-Dict-2022
វុត្តការណ៍	30.00	RAC-Khmer-Dict-2022
វុត្តដ្ឋាន	30.00	RAC-Khmer-Dict-2022
វុត្តនិយម	30.00	RAC-Khmer-Dict-2022
វុត្តនិយាម	30.00	RAC-Khmer-Dict-2022
វុត្តន័យ	30.00	RAC-Khmer-Dict-2022
វុត្តប្បមាណ	30.00	RAC-Khmer-Dict-2022
វុត្តពីជ	30.00	RAC-Khmer-Dict-2022
វុត្តពូជ	30.00	RAC-Khmer-Dict-2022
វុត្តភាព	30.00	RAC-Khmer-Dict-2022
វុត្តវាចា	30.00	RAC-Khmer-Dict-2022
វុត្តវាទ	30.00	RAC-Khmer-Dict-2022
វុត្តានុក្រម	30.00	RAC-Khmer-Dict-2022
វុត្តិ	30.00	RAC-Khmer-Dict-2022
វុត្តិកម្ម	30.00	RAC-Khmer-Dict-2022
វុត្តិភាព	30.00	RAC-Khmer-Dict-2022
វុត្តោទ័យ	30.00	RAC-Khmer-Dict-2022
វុទ្ធាចារ្យ	30.00	RAC-Khmer-Dict-2022
វុទ្ធាបចាយនៈ	30.00	RAC-Khmer-Dict-2022
វុទ្ធិរោគ	30.00	RAC-Khmer-Dict-2022
វុនវ៉ាយ	30.00	RAC-Khmer-Dict-2022
វូបសន្ត	30.00	RAC-Khmer-Dict-2022
វូបសន្តចិត្ត	30.00	RAC-Khmer-Dict-2022
វូបសន្តដ្ឋាន	30.00	RAC-Khmer-Dict-2022
វូម	30.00	RAC-Khmer-Dict-2022
វូមវៈ	30.00	RAC-Khmer-Dict-2022
វូមវៈអឺ	30.00	RAC-Khmer-Dict-2022
វើកៗ	30.00	RAC-Khmer-Dict-2022
វើមៗ	30.00	RAC-Khmer-Dict-2022
វៀចវរ	30.00	RAC-Khmer-Dict-2022
វៀចវាង	30.00	RAC-Khmer-Dict-2022
វៀរតែ	30.00	RAC-Khmer-Dict-2022
វៀរត្រីសាច់	30.00	RAC-Khmer-Dict-2022
វៀរបង់	30.00	RAC-Khmer-Dict-2022
វៀរលែងតែ	30.00	RAC-Khmer-Dict-2022
វៀលវង់	30.00	RAC-Khmer-Dict-2022
វៀះវៀន	30.00	RAC-Khmer-Dict-2022
វេគពល	30.00	RAC-Khmer-Dict-2022
វេគសរ	30.00	RAC-Khmer-Dict-2022
វេគិនី	30.00	RAC-Khmer-Dict-2022
វេគី	30.00	RAC-Khmer-Dict-2022
វេចទុកតែក្នុងចិត្ត	30.00	RAC-Khmer-Dict-2022
វេចសុំ	30.00	RAC-Khmer-Dict-2022
វេច្ច	30.00	RAC-Khmer-Dict-2022
វេច្ចកុដិ	30.00	RAC-Khmer-Dict-2022
វេច្ចមគ្គ	30.00	RAC-Khmer-Dict-2022
វេជយ័ន្ត	30.00	RAC-Khmer-Dict-2022
វេជ្ជកម្ម	30.00	RAC-Khmer-Dict-2022
វេជ្ជគ្រឹះ	30.00	RAC-Khmer-Dict-2022
វេជ្ជដ្ឋាន	30.00	RAC-Khmer-Dict-2022
វេជ្ជប្បញ្ញត្តិ	30.00	RAC-Khmer-Dict-2022
វេជ្ជមន្ទីរ	30.00	RAC-Khmer-Dict-2022
វេជ្ជវិជ្ជា	30.00	RAC-Khmer-Dict-2022
វេជ្ជសាស្ត្រាចារ្យ	30.00	RAC-Khmer-Dict-2022
វេញគំនិតគ្នា	30.00	RAC-Khmer-Dict-2022
វេឋនពស្ត្រ	30.00	RAC-Khmer-Dict-2022
វេឌា	30.00	RAC-Khmer-Dict-2022
វេតាល	30.00	RAC-Khmer-Dict-2022
វេតាឡិក	30.00	RAC-Khmer-Dict-2022
វេទកោសល	30.00	RAC-Khmer-Dict-2022
វេទគូ	30.00	RAC-Khmer-Dict-2022
វេទនាក្សាន្តិ	30.00	RAC-Khmer-Dict-2022
វេទនាខន្ធ	30.00	RAC-Khmer-Dict-2022
វេទនានុរូប	30.00	RAC-Khmer-Dict-2022
វេទនានុវត្តន៍	30.00	RAC-Khmer-Dict-2022
វេទនាប្រាប្ត	30.00	RAC-Khmer-Dict-2022
វេទនាភិភូត	30.00	RAC-Khmer-Dict-2022
វេទនារម្មណ៍	30.00	RAC-Khmer-Dict-2022
វេទនាស្កន្ធ	30.00	RAC-Khmer-Dict-2022
វេទន្ត	30.00	RAC-Khmer-Dict-2022
វេទប្រទាន	30.00	RAC-Khmer-Dict-2022
វេទមន្ត្រ	30.00	RAC-Khmer-Dict-2022
វេទយិតភាព	30.00	RAC-Khmer-Dict-2022
វេទវិទ្យា	30.00	RAC-Khmer-Dict-2022
វេទសាស្ត្រ	30.00	RAC-Khmer-Dict-2022
វេទាង្គ	30.00	RAC-Khmer-Dict-2022
វេទាន្ត	30.00	RAC-Khmer-Dict-2022
វេទិកាបទ	30.00	RAC-Khmer-Dict-2022
វេទិកាសាធារណៈ	30.00	RAC-Khmer-Dict-2022
វេទិកាស្វៃរិន	30.00	RAC-Khmer-Dict-2022
វេទិនី	30.00	RAC-Khmer-Dict-2022
វេធកម្ម	30.00	RAC-Khmer-Dict-2022
វេធិនី	30.00	RAC-Khmer-Dict-2022
វេធី	30.00	RAC-Khmer-Dict-2022
វេនកែន	30.00	RAC-Khmer-Dict-2022
វេនតេយ្យ	30.00	RAC-Khmer-Dict-2022
វេនបិណ្ឌ	30.00	RAC-Khmer-Dict-2022
វេនរបស់កម្ម	30.00	RAC-Khmer-Dict-2022
វេនេយ្យ	30.00	RAC-Khmer-Dict-2022
វេប	30.00	RAC-Khmer-Dict-2022
វេបករ	30.00	RAC-Khmer-Dict-2022
វេបចិត្តិ	30.00	RAC-Khmer-Dict-2022
វេបសាយ	30.00	RAC-Khmer-Dict-2022
វេបេតិក	30.00	RAC-Khmer-Dict-2022
វេបេតិកា	30.00	RAC-Khmer-Dict-2022
វេមវើម	30.00	RAC-Khmer-Dict-2022
វេមាតិក	30.00	RAC-Khmer-Dict-2022
វេមាតិកា	30.00	RAC-Khmer-Dict-2022
វេមានិកប្រេត	30.00	RAC-Khmer-Dict-2022
វេមានិកប្រេតី	30.00	RAC-Khmer-Dict-2022
វេយ្យាករណបណ្ឌិត	30.00	RAC-Khmer-Dict-2022
វេយ្យាករណិក	30.00	RAC-Khmer-Dict-2022
វេយ្យាករណិកា	30.00	RAC-Khmer-Dict-2022
វេយ្យាវច្ច	30.00	RAC-Khmer-Dict-2022
វេយ្យាវច្ចកម្ម	30.00	RAC-Khmer-Dict-2022
វេយ្យាវច្ចករ	30.00	RAC-Khmer-Dict-2022
វេយ្យាវច្ចមយៈ	30.00	RAC-Khmer-Dict-2022
វេយ្យាវច្ចម័យ	30.00	RAC-Khmer-Dict-2022
វេយ្យាវច្ចៈ	30.00	RAC-Khmer-Dict-2022
វេរចង្ហាន់សង្ឃ	30.00	RAC-Khmer-Dict-2022
វេរប្បដិវេរ	30.00	RAC-Khmer-Dict-2022
វេរប្រវាស់ដៃ	30.00	RAC-Khmer-Dict-2022
វេរភាព	30.00	RAC-Khmer-Dict-2022
វេរមណី	30.00	RAC-Khmer-Dict-2022
វេរវេគ	30.00	RAC-Khmer-Dict-2022
វេរិជន	30.00	RAC-Khmer-Dict-2022
វេរិនី	30.00	RAC-Khmer-Dict-2022
វេរិបុគ្គល	30.00	RAC-Khmer-Dict-2022
វេរី	30.00	RAC-Khmer-Dict-2022
វេរីជន	30.00	RAC-Khmer-Dict-2022
វេលាឧបវេសន៍	30.00	RAC-Khmer-Dict-2022
វេវចនសព្ទ	30.00	RAC-Khmer-Dict-2022
វេវចនៈ	30.00	RAC-Khmer-Dict-2022
វេសាលី	30.00	RAC-Khmer-Dict-2022
វេសិយា	30.00	RAC-Khmer-Dict-2022
វេសិយាគោចរ	30.00	RAC-Khmer-Dict-2022
វេសិយាគ្រឹះ	30.00	RAC-Khmer-Dict-2022
វេសី	30.00	RAC-Khmer-Dict-2022
វេស្តន	30.00	RAC-Khmer-Dict-2022
វេស្តនពស្ត្រ	30.00	RAC-Khmer-Dict-2022
វេស្តនព្រស្ត	30.00	RAC-Khmer-Dict-2022
វេស្ម័ន	30.00	RAC-Khmer-Dict-2022
វេស្យា	30.00	RAC-Khmer-Dict-2022
វេស្យាគោចរ	30.00	RAC-Khmer-Dict-2022
វេស្យាស្ថាន	30.00	RAC-Khmer-Dict-2022
វេស្សកូល	30.00	RAC-Khmer-Dict-2022
វេស្សត្រកូល	30.00	RAC-Khmer-Dict-2022
វេស្សន្តរជាតក	30.00	RAC-Khmer-Dict-2022
វេស្សភូ	30.00	RAC-Khmer-Dict-2022
វេស្សវ័ណ	30.00	RAC-Khmer-Dict-2022
វេស្សានរ	30.00	RAC-Khmer-Dict-2022
វេស្សៈ	30.00	RAC-Khmer-Dict-2022
វេហាសនិន្នាទ	30.00	RAC-Khmer-Dict-2022
វេឡុភណ្ឌ	30.00	RAC-Khmer-Dict-2022
វេឡុរង្កូរ	30.00	RAC-Khmer-Dict-2022
វេឡុវ័ន	30.00	RAC-Khmer-Dict-2022
វេះខម	30.00	RAC-Khmer-Dict-2022
វេះថ្លៃរាជការ	30.00	RAC-Khmer-Dict-2022
វេះបាត់	30.00	RAC-Khmer-Dict-2022
វេះមុខ	30.00	RAC-Khmer-Dict-2022
វេះវាង	30.00	RAC-Khmer-Dict-2022
វេះវៀន	30.00	RAC-Khmer-Dict-2022
វែកចំហៀង	30.00	RAC-Khmer-Dict-2022
វែកជែក	30.00	RAC-Khmer-Dict-2022
វែកផ្លូវ	30.00	RAC-Khmer-Dict-2022
វែកផ្លូវវែកដំណើរ	30.00	RAC-Khmer-Dict-2022
វែកផ្លូវវែកសេចក្តី	30.00	RAC-Khmer-Dict-2022
វែកផ្លូវសេចក្តី	30.00	RAC-Khmer-Dict-2022
វែកមុខវែកមាត់	30.00	RAC-Khmer-Dict-2022
វែកឱ	30.00	RAC-Khmer-Dict-2022
វែន	30.00	RAC-Khmer-Dict-2022
វៃក្វែន	30.00	RAC-Khmer-Dict-2022
វៃតាលិក	30.00	RAC-Khmer-Dict-2022
វៃយាករណ៍	30.00	RAC-Khmer-Dict-2022
វៃវាង	30.00	RAC-Khmer-Dict-2022
វៃស្ណព	30.00	RAC-Khmer-Dict-2022
វៃស្ណវៈ	30.00	RAC-Khmer-Dict-2022
វៃស្យៈ	30.00	RAC-Khmer-Dict-2022
វោការ	30.00	RAC-Khmer-Dict-2022
វោត	30.00	RAC-Khmer-Dict-2022
វោតវគ្គ	30.00	RAC-Khmer-Dict-2022
វោទានកម្ម	30.00	RAC-Khmer-Dict-2022
វោលោកនៈ	30.00	RAC-Khmer-Dict-2022
វោហារកម្ម	30.00	RAC-Khmer-Dict-2022
វោហារកោសល	30.00	RAC-Khmer-Dict-2022
វោហារកោសល្យ	30.00	RAC-Khmer-Dict-2022
វោហារទេសនា	30.00	RAC-Khmer-Dict-2022
វោហារវិជ្ជា	30.00	RAC-Khmer-Dict-2022
វោហារវិទ្យា	30.00	RAC-Khmer-Dict-2022
វោហារវិធី	30.00	RAC-Khmer-Dict-2022
វោហារិនី	30.00	RAC-Khmer-Dict-2022
វោហារី	30.00	RAC-Khmer-Dict-2022
វោហារុបជីវិនី	30.00	RAC-Khmer-Dict-2022
វោហារុបជីវី	30.00	RAC-Khmer-Dict-2022
វះច្រៀក	30.00	RAC-Khmer-Dict-2022
វៈអឺ	30.00	RAC-Khmer-Dict-2022
វ៉ប	30.00	RAC-Khmer-Dict-2022
វ៉ល់	30.00	RAC-Khmer-Dict-2022
វ៉ស	30.00	RAC-Khmer-Dict-2022
វ៉ាគុយអូល	30.00	RAC-Khmer-Dict-2022
វ៉ាងមុខ	30.00	RAC-Khmer-Dict-2022
វ៉ានីស	30.00	RAC-Khmer-Dict-2022
វ៉ាន់ស៊ុយ	30.00	RAC-Khmer-Dict-2022
វ៉ាប់	30.00	RAC-Khmer-Dict-2022
វ៉ាយហ្វាយ	30.00	RAC-Khmer-Dict-2022
វ៉ារោង	30.00	RAC-Khmer-Dict-2022
វ៉ារ្យ៉ង់	30.00	RAC-Khmer-Dict-2022
វ៉ាល់គុប	30.00	RAC-Khmer-Dict-2022
វ៉ាឡង់	30.00	RAC-Khmer-Dict-2022
វ៉ឹកវ៉ឺន	30.00	RAC-Khmer-Dict-2022
វ៉ឺង	30.00	RAC-Khmer-Dict-2022
វ៉ឺងវ៉ាង	30.00	RAC-Khmer-Dict-2022
វ៉ឺតៗ	30.00	RAC-Khmer-Dict-2022
វ៉ឺនវ៉ាយ	30.00	RAC-Khmer-Dict-2022
វ៉ឺះ	30.00	RAC-Khmer-Dict-2022
វ៉ុលម៉ែត្រ	30.00	RAC-Khmer-Dict-2022
វ៉ូង	30.00	RAC-Khmer-Dict-2022
វ៉ូងវ៉ាង	30.00	RAC-Khmer-Dict-2022
វ៉ូតៗ	30.00	RAC-Khmer-Dict-2022
វ៉ូប	30.00	RAC-Khmer-Dict-2022
វ៉ូម	30.00	RAC-Khmer-Dict-2022
វ៉ូស	30.00	RAC-Khmer-Dict-2022
វ៉ូសវ៉ាស	30.00	RAC-Khmer-Dict-2022
វ៉ើយ	30.00	seafreq.txt
វ៉េរ៉ង់ដា	30.00	RAC-Khmer-Dict-2022
វ៉េវវ៉ាវ	30.00	RAC-Khmer-Dict-2022
វ៉េសវ៉ស	30.00	RAC-Khmer-Dict-2022
វ៉េសវ៉ាស	30.00	RAC-Khmer-Dict-2022
វ៉េសវ៉ូស	30.00	RAC-Khmer-Dict-2022
វ៉ែនតាស្រទំ	30.00	RAC-Khmer-Dict-2022
វ៉ែបៗ	30.00	RAC-Khmer-Dict-2022
វ៉ោបៗ	30.00	RAC-Khmer-Dict-2022
វ៉ៅ	30.00	RAC-Khmer-Dict-2022
វ័ណ្ឌក	30.00	RAC-Khmer-Dict-2022
វ័ណ្ឌកន្ទប	30.00	RAC-Khmer-Dict-2022
វ័ណ្ឌប៉ឹង	30.00	RAC-Khmer-Dict-2022
វ័ណ្ឌពុង	30.00	RAC-Khmer-Dict-2022
វ័ណ្ឌលោន	30.00	RAC-Khmer-Dict-2022
វ័ណ្ត	30.00	RAC-Khmer-Dict-2022
វ័ទ្យ	30.00	RAC-Khmer-Dict-2022
វ្ហី	30.00	RAC-Khmer-Dict-2022
វ្ហីទៅ	30.00	RAC-Khmer-Dict-2022
វ្ហើយ	30.00	RAC-Khmer-Dict-2022
វ្ហោះវ្ហើយ	30.00	RAC-Khmer-Dict-2022
សកកាល	30.00	RAC-Khmer-Dict-2022
សកញ៉ក	30.00	RAC-Khmer-Dict-2022
សកដមគ្គ	30.00	RAC-Khmer-Dict-2022
សកដមាគ៌ា	30.00	RAC-Khmer-Dict-2022
សកដ្ឋាននាសិកជៈ	30.00	RAC-Khmer-Dict-2022
សកត្ថ	30.00	RAC-Khmer-Dict-2022
សកទាគាមិនី	30.00	RAC-Khmer-Dict-2022
សកទាគាមី	30.00	RAC-Khmer-Dict-2022
សកនិរុត្តិ	30.00	RAC-Khmer-Dict-2022
សកភាសា	30.00	RAC-Khmer-Dict-2022
សកម្ញ៉ក	30.00	RAC-Khmer-Dict-2022
សកម្មកិរិយា	30.00	RAC-Khmer-Dict-2022
សកម្មធាតុ	30.00	RAC-Khmer-Dict-2022
សកម្មនិយម	30.00	RAC-Khmer-Dict-2022
សកម្មាកម្មកិរិយា	30.00	RAC-Khmer-Dict-2022
សករណីយ	30.00	RAC-Khmer-Dict-2022
សករណីយា	30.00	RAC-Khmer-Dict-2022
សកលគ្រាម	30.00	RAC-Khmer-Dict-2022
សកលជនបទ	30.00	RAC-Khmer-Dict-2022
សកលជម្ពូទ្វីប	30.00	RAC-Khmer-Dict-2022
សកលទិន	30.00	RAC-Khmer-Dict-2022
សកលទ្វីប	30.00	RAC-Khmer-Dict-2022
សកលភាព	30.00	RAC-Khmer-Dict-2022
សកវាទិនី	30.00	RAC-Khmer-Dict-2022
សកវាទី	30.00	RAC-Khmer-Dict-2022
សកវាទ៍	30.00	RAC-Khmer-Dict-2022
សកអំពៅ	30.00	RAC-Khmer-Dict-2022
សកាយនិរុត្តិ	30.00	RAC-Khmer-Dict-2022
សកុណណ្ឌ	30.00	RAC-Khmer-Dict-2022
សកុណាយតនៈ	30.00	RAC-Khmer-Dict-2022
សក់ក	30.00	RAC-Khmer-Dict-2022
សក់កណ្តាញ់	30.00	RAC-Khmer-Dict-2022
សក់កណ្តូង	30.00	RAC-Khmer-Dict-2022
សក់កន្ទុយ	30.00	RAC-Khmer-Dict-2022
សក់ក័ន្ត	30.00	RAC-Khmer-Dict-2022
សក់គោលិទ្ធ	30.00	RAC-Khmer-Dict-2022
សក់ផ្កាថ្កូវ	30.00	RAC-Khmer-Dict-2022
សក់ព្រៃ	30.00	RAC-Khmer-Dict-2022
សក់រួញអង្គាដី	30.00	RAC-Khmer-Dict-2022
សក់ល្បាយអាចម៍ខ្លា	30.00	RAC-Khmer-Dict-2022
សក់សេះ	30.00	RAC-Khmer-Dict-2022
សក់ស្កូវព្រោង	30.00	RAC-Khmer-Dict-2022
សក់ស្កូវល្បាយ	30.00	RAC-Khmer-Dict-2022
សក់ស្កូវល្បាយអាចម៍ខ្លា	30.00	RAC-Khmer-Dict-2022
សក់ស្លូត	30.00	RAC-Khmer-Dict-2022
សក់ស្វាយ	30.00	RAC-Khmer-Dict-2022
សក់ឡក់	30.00	RAC-Khmer-Dict-2022
សក្កជនបទ	30.00	RAC-Khmer-Dict-2022
សក្កដភាសា	30.00	RAC-Khmer-Dict-2022
